Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['DH 311L - Preclinical Dental Hygiene'],[''],Dental Hygiene,Undergraduate,38,0,Barbara M Gonzalez (P),11089,08:30 AM - 11:45 AM,TF,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 207,Lab,TCI,0
['DH 317 - Clinical Radiology'],"['Presents the theory of radiation production, usage and radiation safety. Develops skills in exposing, processing, mounting, evaluating and interpreting radiographs. Uses laboratory periods to gain proficiency in radiographic techniques. This course has a lab component.']",Dental Hygiene,Undergraduate,38,0,Shanin M Peck (P),11086,01:00 PM - 03:50 PM,W,8/19/2024-12/12/2024,Main Campus Advanced Ed in Gen Dentistry 109,Lecture,TCI,4
['DH 317L - Clinical Radiology'],[''],Dental Hygiene,Undergraduate,20,0,Shanin M Peck (P),11092,01:00 PM - 04:20 PM,R,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 207,Lab,TCI,0
['DH 318 - Oral Anat Histolgy Embryolgy'],"['Studies tooth morphology, arrangement, function and characteristics. Studies the development and microscopic anatomy of the oral cavity including hard and soft tissues. Emphasizes the role of morphology and embryology in the practice of dental hygiene.']",Dental Hygiene,Undergraduate,38,0,Barbara M Gonzalez (P),11087,09:00 AM - 11:50 AM,W,8/19/2024-12/12/2024,Main Campus Advanced Ed in Gen Dentistry 109,Lecture,TCI,3
['DH 319 - Dental Materials'],"['Covers the properties, uses, management and manipulation of dental materials. Includes laboratory experience with commonly used materials and procedures that are within the scope of dental hygiene practice. This course has a lab component. Prerequisite(s): program consent.']",Dental Hygiene,Undergraduate,38,0,Julie Paige Nash (P),11088,10:00 AM - 11:50 AM,M,8/19/2024-12/12/2024,Main Campus Advanced Ed in Gen Dentistry 109,Lecture,TCI,3
['DH 319L - Dental Materials Lab'],[''],Dental Hygiene,Undergraduate,20,0,Julie Paige Nash (P),11090,12:45 PM - 02:35 PM,T,8/19/2024-12/12/2024,Main Campus Advanced Ed in Gen Dentistry 221,Lab,TCI,0
['DH 348 - Clinical Skills Update'],"[""Provides clinical remediation to graduate dental hygienists who wish to review and enhance clinical skills. Students develop a self-study plan to enrich their knowledge and skill above that offered in the dental hygiene core curriculum. Emphasizes identification of clinical skill level, development of remediation schedule, and self-evaluation skills. Student negotiates with dental hygiene program as to the hours of lecture and clinical practice needed to reach student's goals. Prerequisite(s): must be a graduate of an accredited dental hygiene program.""]",Dental Hygiene,Undergraduate,5,0,Lisa D Belt (P),11708,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,HYB1,1
['DH 360 - Fund of Adv Professional Roles'],"['Enhances the knowledge base of the degree completion student in fundamental competencies for advanced professional roles in dental hygiene. Topics include electronic and written communication, professional writing, interprofessional education, and evidence-based practice concepts. Prerequisite(s): admission to the degree completion Bachelor of Science.']",Dental Hygiene,Undergraduate,25,0,Natalie Michelle Delacruz (P),13396,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,2
['DH 410 - Comm Oral Health Mgmt I'],"['Covers dental public health and community dental hygiene, focusing on education and prevention. Covers the professional philosophy and foundations of dental health education in a community health context, as well as in-depth study of certain aspects of dental public health such as fluoridation, epidemiology and program development. Students develop dental health education materials. Prerequisite(s): program consent.']",Dental Hygiene,Undergraduate,36,0,Sally Ann Elledge (P),11468,09:00 AM - 11:50 AM,R,8/19/2024-12/12/2024,Main Campus Advanced Ed in Gen Dentistry 109,Lecture,TCI,3
['DH 416 - Pain Management'],"['Provides the theoretical and practical knowledge necessary for management of dental pain. Focuses on mechanisms of pain, control of dental pain through the administration of topical anesthetics, infiltration and block anesthesia; use of nitrous oxide and recognition of local anesthesia-related complications and emergencies. Prerequisite(s): HS 301.']",Dental Hygiene,Undergraduate,36,0,Calee Cecille Courter (P),11148,01:00 PM - 03:50 PM,R,8/19/2024-12/12/2024,Main Campus Advanced Ed in Gen Dentistry 109,Lecture,TCI,2
"['DH 430 - Curr Desgn, Eval, Mgmt DH Edu']","['Explores the theoretical and practical aspects of curriculum development, design, implementation and evaluation. Role of accreditation, classroom management, and faculty development and support are examined. Students develop a curriculum plan for a hypothetical dental hygiene program. Prerequisite(s): admission to the degree completion Bachelor of Science.']",Dental Hygiene,Undergraduate,25,0,Natalie Michelle Delacruz (P),12321,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Experiential,OLA,3
['DH 431 - Dental Hygiene Concepts II'],"['Emphasizes developing problem solving abilities, managing patients with special needs and diverse backgrounds, and managing emergencies in the dental office. Seminar discussion of current and advanced clinical concepts as well as other topics related to the treatment of special needs patients. Prerequisite(s): program consent.']",Dental Hygiene,Undergraduate,36,0,Sally Ann Elledge (P),11145,09:30 AM - 12:20 PM,T,8/19/2024-12/12/2024,Main Campus Advanced Ed in Gen Dentistry 109,Lecture,TCI,3
['DH 434 - Dental Hygiene Clinic III'],"['Students continue to develop competency in intermediate dental hygiene skills. Principles of periodontal techniques, such as root planning/debridement and supportive techniques are stressed. Comprehensive treatment planning and implementation of comprehensive care focuses on the special needs patient along with a diverse patient population. Continued development of professionalism, management and critical thinking skills are emphasized.']",Dental Hygiene,Undergraduate,36,0,Shanin M Peck (P),11146,08:00 AM - 05:00 PM,MW,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 207,Experiential,TCI,4
['DH 452 - Population Health Mgmt in DH'],['Addresses the dental hygienists role in management of oral health for populations with limited access to care. Students focus on oral health program development through evaluation and oral health promotion and communication strategies specific to the population. Prerequisite(s): admission to degree completion Bachelor of Science.'],Dental Hygiene,Undergraduate,25,0,Natalie Michelle Delacruz (P),12322,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,3
['DH 456 - Special Care Populations'],"['Integrates concepts associated with providing oral health care to special needs populations. Emphasis is on assessment, planning, implementation, and evaluation of care for individuals with developmental, physical, mental or medically compromised health needs. Prerequisite(s): admission to the degree completion Bachelor of Science.']",Dental Hygiene,Undergraduate,25,0,Sally Ann Elledge (P),12263,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,3
['DH 465 - Rsrch & Evid-Based Prac in DH'],"['Practical approach to the application of evidence-based practice and foundational research concepts. Includes identification of types of research and research problems, literature analysis, and research methodology. Prerequisite(s): admission to the BSDH degree completion program and the completion of STAT 370 or equivalent.']",Dental Hygiene,Undergraduate,25,0,Kylie Jaree Austin (P),12701,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Individual Research,OLA,3
['DH 470 - Issues in Dental Hygiene'],['Analyzes various professional issues in clinical or community dental hygiene focusing on issues ranging from concerns within the local practice setting to national policy issues. Examines theories and applications uniquely suited to the oral health care delivery system. Prerequisite(s): admission to the degree completion Bachelor of Science.'],Dental Hygiene,Undergraduate,25,0,Lisa D Belt (P),11192,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,3
['DS 350 - Operations Management'],"['Overview of the concepts, tools and techniques used in making managerial decisions related to the production or operations function of an organization. Topics include operations strategy, quality management and control, facility location and layout, forecasting, inventory planning, and others. Prerequisite(s): BADM 162 and ECON 231.']","Fin, RE, DS",Undergraduate,56,5,Steven Eldon Foster (P),10514,07:05 PM - 09:45 PM,M,8/19/2024-12/12/2024,Main Campus Woolsey Hall 135,Lecture,TCI,3
['DS 400 - Prin Global Supply Chn/Logist'],"['Cross-listed as IB 400. Designed to provide an overview of supply chains and logistics focusing on issues related to supply, operations, logistics and integration in a global context. Current and relevant topics to discuss include purchasing management, supplier relationships, ethical and sustainable sourcing, resource planning, process management, global logistics and location decisions, process integration, and performance measures. Area multi-national companies (Koch, Cargill, Spirit, Cessna and other aviation companies, etc.) are featured as live cases/guest lectures. Prerequisite(s): junior standing, advanced standing.']","Fin, RE, DS",Undergraduate,20,10,Na Rea  Cho (P),16763,05:35 PM - 06:50 PM,MW,8/19/2024-12/12/2024,Main Campus Woolsey Hall 234,Lecture,HYB1,3
['DS 481 - Cooperative Education'],"[""Academic program that expands a student's learning experiences through paid employment in a supervised educational work setting related to the student's major field of study or career focus. Repeatable for credit. Prerequisite(s): junior standing and 2.250 GPA.""]","Fin, RE, DS",Undergraduate,10,5,Mehmet  Barut (P),11134,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Appointment Course,CPI,1
['DS 491 - Independent Study/Project'],"['Courses may be of two general types. The first consists of doing research, readings or other scholarly investigation in a subject area that is coordinated by a faculty member. The topic and scope would be mutually agreeable to the student and the faculty member. The second consists of doing a specific project for an organization, which might require the student to do research. The student may be embedded in an organization (either with or without pay) and under the direction of an organizational representative and a faculty member in order to accomplish a specific project. In either case, the course cannot be used to substitute for a regular departmental course. Repeatable for credit. Prerequisite(s): 2.750 GPA in the academic area, junior standing, advanced standing and departmental consent.']","Fin, RE, DS",Undergraduate,10,5,Mehmet  Barut (P),12781,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Appointment Course,CPI,3
