Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['CS 797U - Advanced Information Systems'],"['Designed to provide computer science students understanding of information systems in a modern enterprise, including database design, information technology and ethics using hands-on activities and directed classroom discussion. The class concentrates on the relational database model; the conceptual, logical and physical phases of database design and development; and entity-relationship modeling, data normalization. Students gain hands-on experience with database design concepts. The opportunity to build a relational database using the foundational principles of database design within the framework of the database life cycle (DBLC) is covered. Additionally, the course emphasizes the relational data model and its foundations, relational languages and SQL, functional dependencies, and logical database design. Prerequisite(s): CS 211 or MIS 310 or MATH 451 or CS 497B.']",School of Computing,Undergraduate and Graduate,30,0,Abdulaziz Ghazi M Abdulaziz (P),24977,05:35 PM - 06:50 PM,MW,1/21/2025-5/15/2025,Main Campus Wallace Hall 210,Lecture,TCI,3
['CS 797V - AI for Cybersecurity'],"['Covers advanced topics in the application of AI to defend and attack systems, including AI systems themselves. The course starts by covering the implementation of machine learning algorithms to defend computer and networks against common attacks. It then covers the AI techniques that attackers can use to craft attacks to bypass AI defenses, as well as potential countermeasures. A major part of the course is a project that implements both AI defenses and attacks for a particular system. Prerequisite(s): CS 770 and (CS 656 or CS 767).']",School of Computing,Undergraduate and Graduate,40,0,Sergio Alfonso Salinas Monroy (P),26129,02:00 PM - 03:15 PM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 202,Lecture,TCI,3
['CS 797W - Quantum Computing Essentials'],"['Quantum computing is the future. In this course, students dive into the mysterious and complex quantum world. By understanding the key difference between classical computing and quantum computing and learning the essentials of quantum computing, students explore potential ideas to incorporate elements of quantum computing into their research areas. This project-based course provides students with an opportunity to experiment and create original codes working with real quantum computers at IBM Quantum Computing and Google Quantum AI. This hands-on experience further develops an understanding of the applications of quantum computers. The course also improves the much-needed research and presentation skills of a graduate student. The course focuses on a brief history of quantum computing, the concept of superposition, qubits and their behavior, the concept of entanglement, quantum teleportation, and EPR paradox. Prerequisite(s): MATH 511 and CS 211.']",School of Computing,Undergraduate and Graduate,30,0,TBA,25536,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus Wallace Hall 215,Lecture,TCI,3
['CS 797X - Penetration Testing'],"['Equips students with the skills and knowledge needed to identify and address security vulnerabilities in computer systems and networks. Through a hands-on and practical approach, students explore the methodologies, tools and techniques used by ethical hackers to assess and strengthen cybersecurity defenses. Prerequisite(s): CS 664.']",School of Computing,Undergraduate and Graduate,30,0,Mohamed Anis  Aguida (P),26130,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Wallace Hall 215,Lecture,TCI,3
['CS 798 - Individual Projects'],['Allows beginning graduate students and mature undergraduate students to pursue individual projects of current interest in computer science. Repeatable for credit with advisor approval. Prerequisite(s): departmental consent.'],School of Computing,Undergraduate and Graduate,10,0,TBA,22386,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,1
['CS 891 - Project'],['Intensive project involving the analysis and solution of a significant practical problem which must be supervised by a CS graduate faculty advisor; it can be job-related. Students must write a report on the project and pass an oral final examination by an ad hoc faculty committee headed by the project advisor. Prerequisite(s): departmental consent.'],School of Computing,Graduate,10,0,TBA,23481,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,1
['CS 892 - Thesis'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit. Prerequisite(s): departmental consent.'],School of Computing,Graduate,10,0,TBA,22110,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,1
['CS 893 - Individual Reading or Project'],"['Enables students to perform self-learning activities under the supervision of a faculty member. Typical activities include reading state-of-the-art topics, performing research tasks, conducting technical projects, and/or similar assignments pertinent to their degree program of study. The course content, objectives, deliverables and evaluation must be documented and must be approved by the supervising faculty and program coordinator/department chair. Repeatable for credit up to 6 credit hours. Prerequisite(s): departmental consent.']",School of Computing,Graduate,10,0,TBA,22068,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,1
['CS 896 - Data Science Capstone Project'],"['This capstone course is for MS in data science students only. It aims at providing students the opportunity to apply the various data science concepts (algorithms, methods and tools) they have studied to solve real world data science problems. Students engage in the entire data science life cycle process topics, including data collection, preprocessing, transformation, exploratory data analysis, visualization, predictive modeling, descriptive modeling, clustering, regression and classification by working on a project. Capstone course. Prerequisite(s): CS 770 and CS 746.']",School of Computing,Graduate,40,0,Fujian  Yan (P),24888,02:00 PM - 03:15 PM,MW,1/21/2025-5/15/2025,Main Campus Heskett Center 105,Lecture,TCI,3
['CS 898AE - Software Analysis Methods'],"['This course is designed for computer science graduate students. It provides students the opportunity to gain in-depth knowledge of software analysis methods, including available expressions, reaching definitions, live variables, constraint-based analysis, points-to analysis and program slicing.']",School of Computing,Graduate,35,0,Zhiyong  Shan (P),22654,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 202,Lecture,TCI,3
['CS 898AW - Artificial Intell for Robotics'],"['The study of intelligent robotics allows robots to gather information from surrounding environments and take actions autonomously. The course covers advanced topics in artificial intelligence that are commonly used in robotics research, including probabilistic graph models, probabilistic logic learning, natural-language processing and deep learning. State-of-the-art robotics research using these techniques is introduced in the area of scene understanding, reasoning and action planning. Students get hands-on experience in using a Nao humanoid robot and a Sawyer collaborative robot.']",School of Computing,Graduate,5,0,Fujian  Yan (P),24904,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 210,Lecture,TCI,3
['CS 898BA - Image Analysis and Comp Vision'],"['Image is an essential form of information representation and communication in modern society. Billions of images are generated every minute in a variety of applications ranging from photography, entertainment, education and defense to medical. A good understanding of vast amounts of image content at signal, object, syntactic and semantic levels are essential to create new capabilities and enable new applications. The objective of this course is to teach practical algorithm and system solutions for image representation, analysis/understanding and retrieval. In addition, computer vision techniques for image classification, object detection and semantic segmentation is also discussed. Prerequisite(s): CS 560.']",School of Computing,Graduate,30,0,Cody Jordan Farlow (P),23394,02:00 PM - 03:15 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 104,Lecture,TCI,3
['CS 898BD - Deep Learning'],"['Covers concepts of various deep learning algorithms and introduces artificial neural network, multi-layer perceptron, deep neural network, training of deep neural networks, convolutional neural networks, recurrent neural networks, long short-term memory networks, autoencoders, reinforcement learning, and GAN (generative adversarial network). Prerequisite(s): CS 746 or CS 697AB.']",School of Computing,Graduate,10,0,Lokesh Chandra Das (P),25543,08:00 AM - 09:15 AM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 261,Lecture,TCI,3
['CS 898BG - Reinforcement Learning'],"['Reinforcement learning is an important machine learning paradigm in particular in the context of decision support and decision making, but also in the context of modeling when only limited feedback is available. This course introduces the reinforcement learning paradigm and its underlying formalisms, and covers a wide range of basic and advanced reinforcement learning algorithms as well as aspects of model learning, hierarchy and abstraction, and reward modeling. Throughout, this course studies these techniques in the context of a wide range of application areas, including robotics, computer vision, security, control, scheduling and data analysis. Prerequisite(s): CS 697AB.']",School of Computing,Graduate,5,0,Sourabh  Bose (P),24906,03:30 PM - 04:45 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 104,Lecture,TCI,3
['CS 976 - PhD Dissertation'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit. Prerequisite(s): admission to doctoral aspirant status.'],School of Computing,Graduate,10,0,TBA,24254,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,1
['CSD 270 - Intro American Sign Language'],"['Cross-listed as ASL 104, LING 270. Students develop basic expressive and receptive skills in the target language and gain awareness of the diversity of Deaf culture. Besides work in the classroom, computer-based assignments to be completed outside of class are required. Intended for students with no previous formal instruction in ASL. Course includes diversity content.']",Communication Science & Disord,Undergraduate,10,10,Kimberly Ann Hofmann (P),21060,04:30 PM - 05:45 PM,TR,1/21/2025-5/15/2025,WSU Old Town,Lecture,HYB2,3
